Marca temporal;¿Cuál es su edad?;¿Cuál es su nivel educativo?;¿Cuál es su ocupación?;¿En qué tipo de vivienda reside?;¿Cuál es su nivel de ingresos mensual?;¿En qué área o zona de la ciudad reside?;¿Qué dispositivos electrónicos posee actualmente? ;¿Con qué frecuencia actualiza o reemplaza estos dispositivos?;¿Cuántos dispositivos electrónicos ha adquirido en el último año?;¿Cuántos dispositivos electrónicos tiene en desuso actualmente?;Cuando un dispositivo electrónico deja de funcionar, ¿cuál es su primera acción?;¿Qué hace con los dispositivos electrónicos cuando ya no los utiliza?;¿Con qué frecuencia lleva sus dispositivos electrónicos al reciclaje?;¿Qué tipo de dispositivos electrónicos ha reciclado en el último año?;¿Qué tipo de dispositivos electrónicos ha desechado en el último año?;¿Está informado sobre los centros de reciclaje para residuos electrónicos en su área?;¿Ha participado alguna vez en campañas de reciclaje de dispositivos electrónicos? ;¿Cuán importante considera el reciclaje de dispositivos electrónicos?;¿Qué barreras enfrenta para reciclar dispositivos electrónicos? ;¿Qué factores le motivarían a reciclar más sus dispositivos electrónicos? ;" 
¿Está familiarizado con tecnologías que monitorean el uso de dispositivos electrónicos?";¿Estaría dispuesto a utilizar una aplicación móvil que le ayude a gestionar y reciclar sus dispositivos electrónicos?;¿Qué tan cómodo se sentiría usando aplicaciones o dispositivos que ayudan a gestionar el reciclaje de electrónicos?;¿Qué características le gustaría ver en una aplicación de gestión de residuos electrónicos?;"¿Está familiarizado con el concepto de ""Ciudad Inteligente""?";¿Cuántos dispositivos electrónicos ha reemplazado o reparado en el último año?;¿Qué tipo de prácticas sostenibles sigue con respecto a sus dispositivos electrónicos? 
11/30/2024 15:28:49;18-24 años;Educación técnica o tecnológica;Trabajador a tiempo parcial;Casa;Menos de $400;Norte;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo guarda sin usar;Los guarda;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 15:40:29;25-34 años;Educación universitaria;Estudiante;Casa;Menos de $400;Sur;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;No;No;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 15:42:30;18-24 años;Educación técnica o tecnológica;Trabajador a tiempo completo;Apartamento;Menos de $400;Norte;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 15:44:43;18-24 años;Educación universitaria;Trabajador a tiempo completo;Apartamento;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo guarda sin usar;Los guarda;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 15:46:52;18-24 años;Educación universitaria;Trabajador a tiempo parcial;Casa;$400 - $800;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reparación
11/30/2024 15:47:56;25-34 años;Educación técnica o tecnológica;Desempleado;Vivienda compartida;No genero ingreso;Sur;Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;Reparación
11/30/2024 15:55:27;18-24 años;Educación universitaria;Estudiante;Apartamento;Menos de $400;Sur;Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo guarda sin usar;Los tira a la basura;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 15:59:00;18-24 años;Educación universitaria;Desempleado;Vivienda compartida;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo guarda sin usar;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reparación
11/30/2024 16:02:57;25-34 años;Educación universitaria;Trabajador a tiempo parcial;Vivienda compartida;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos;Más de 10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Costos;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reparación
11/30/2024 16:05:41;18-24 años;Educación universitaria;Desempleado;Vivienda compartida;Menos de $400;Norte;Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:10:45;18-24 años;Educación universitaria;Desempleado;Vivienda compartida;No genero ingreso;Sur;Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:12:33;25-34 años;Educación universitaria;Desempleado;Vivienda compartida;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 16:16:07;25-34 años;Educación universitaria;Trabajador a tiempo parcial;Casa;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:20:57;18-24 años;Educación universitaria;Estudiante;Vivienda compartida;No genero ingreso;Sur;Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 16:27:01;25-34 años;Educación universitaria;Estudiante;Vivienda compartida;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Lo guarda sin usar;Los guarda;Nunca;Ninguno;Ninguno;Sí;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:29:31;18-24 años;Educación universitaria;Estudiante;Vivienda compartida;Menos de $400;Norte;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;Reparación
11/30/2024 16:31:32;25-34 años;Educación universitaria;Trabajador a tiempo completo;Vivienda compartida;$400 - $800;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 16:36:52;18-24 años;Educación universitaria;Desempleado;Vivienda compartida;Menos de $400;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 16:41:46;18-24 años;Educación universitaria;Estudiante;Vivienda compartida;No genero ingreso;Norte;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los tira a la basura;Nunca;Ninguno;Ninguno;No;Si;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:46:50;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo parcial;Apartamento;Menos de $400;Sur;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No conozco sobre prácticas sostenibles
11/30/2024 16:48:17;25-34 años;Educación universitaria;Trabajador a tiempo parcial;Vivienda compartida;Menos de $400;Centro;Computadora, Teléfono movil inteligente, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de tiempo;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;No sigo prácticas sostenibles
11/30/2024 16:53:43;25-34 años;Educación universitaria;Trabajador a tiempo completo;Apartamento;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reutilización
12/11/2024 1:15:44;18-24 años;Educación secundaria completa;Estudiante;Apartamento;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar;No;Si;Cómodo;Información sobre puntos de reciclaje cercanos;No;0;No conozco sobre prácticas sostenibles
12/11/2024 1:27:30;25-34 años;Educación técnica o tecnológica;Estudiante;Apartamento;Menos de $400;Norte;Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Tablet, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;Nunca;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Conocer el impacto ambiental positivo de mi acción;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso;No;0;No sigo prácticas sostenibles
12/11/2024 1:31:19;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo parcial;Apartamento;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Computadora;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Cómodo;Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos;No;1;Donación
12/11/2024 1:32:39;18-24 años;Educación universitaria;Trabajador a tiempo parcial;Apartamento;$400 - $800;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los tira a la basura;A veces;Ninguno;Ninguno;No;No;Importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;1;Reutilización
12/11/2024 1:46:55;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo completo;Apartamento;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Ninguno;No;Si;Importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;Reutilización
12/11/2024 1:51:00;25-34 años;Educación técnica o tecnológica;Estudiante;Apartamento;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Ninguno;No;Si;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos;No;0;Reciclaje
12/11/2024 1:57:52;25-34 años;Educación técnica o tecnológica;Estudiante;Vivienda compartida;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente;Cada 3-5 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Ninguno;No;No;Importante;Falta de centros de reciclaje;Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;0;Reparación
12/11/2024 2:00:30;18-24 años;Educación secundaria completa;Trabajador a tiempo completo;Apartamento;$400 - $800;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Intenta repararlo usted mismo;Los dona;A veces;Ninguno;Ninguno;No;Si;Muy importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Garantía de que los datos personales serán eliminados de forma segura;Sí;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar, Consejos para prolongar la vida útil de los dispositivos;No;0;Reutilización
12/11/2024 2:02:25;18-24 años;Educación secundaria incompleta;Estudiante;Apartamento;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;Sí;No;Muy importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;0;Reciclaje
12/11/2024 2:08:43;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo completo;Casa;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Teléfono móvil básico, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;Sí;No;Muy importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recompensas por reciclar;No;0;Reutilización
12/11/2024 2:11:13;25-34 años;Educación universitaria;Trabajador a tiempo completo;Vivienda compartida;$400 - $800;Centro;Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo guarda sin usar;Los guarda;A veces;Ninguno;Ninguno;No;Si;Muy importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reciclaje
12/11/2024 11:38:41;18-24 años;Educación técnica o tecnológica;Estudiante;Casa;Menos de $400;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;No;Si;Muy importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;0;Reparación
12/11/2024 11:56:00;18-24 años;Educación universitaria;Trabajador a tiempo parcial;Vivienda compartida;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;1;1;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Teléfono móvil inteligente;No;No;Muy importante;Falta de información;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;1;Reutilización
12/11/2024 11:59:36;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo parcial;Vivienda compartida;Menos de $400;Centro;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Más de 10 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Recompensas por reciclar;No;0;Reparación
12/11/2024 12:03:25;18-24 años;Educación técnica o tecnológica;Trabajador a tiempo parcial;Apartamento;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de centros de reciclaje;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reparación
12/11/2024 12:05:55;18-24 años;Educación técnica o tecnológica;Trabajador a tiempo completo;Casa;$400 - $800;Centro;Televisor, Computadora, Teléfono movil inteligente, Consola de videojuegos, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Televisor;No;No;Muy importante;Falta de información;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recompensas por reciclar;No;0;Reparación
12/11/2024 12:08:22;25-34 años;Educación técnica o tecnológica;Trabajador a tiempo completo;Vivienda compartida;$400 - $800;Norte;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Intenta repararlo usted mismo;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de información;Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio, Garantía de que los datos personales serán eliminados de forma segura;No;Si;Muy cómodo;Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos, Recompensas por reciclar;No;0;Reciclaje
12/11/2024 12:11:18;25-34 años;Educación técnica o tecnológica;Desempleado;Casa;No genero ingreso;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo guarda sin usar;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;0;No conozco sobre prácticas sostenibles
12/11/2024 12:21:28;25-34 años;Educación universitaria;Trabajador a tiempo completo;Apartamento;Menos de $400;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de tiempo;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso, Información sobre el impacto ambiental de los dispositivos;No;0;Reciclaje
12/11/2024 12:29:09;25-34 años;Educación universitaria;Trabajador a tiempo completo;Vivienda compartida;$400 - $800;Sur;Televisor, Computadora, Teléfono movil inteligente, Electrodomésticos inteligentes (nevera, lavadora, etc.);Cada 6-10 años;0;0;Lo lleva a un servicio técnico;Los guarda;A veces;Ninguno;Ninguno;No;No;Muy importante;Falta de información;Incentivos económicos (descuentos en compras futuras, dinero por dispositivo), Mayor información sobre cómo y dónde reciclar, Más puntos de recolección cerca de mi domicilio;No;Si;Muy cómodo;Información sobre puntos de reciclaje cercanos, Recordatorios para reciclar dispositivos en desuso;No;0;Reutilización
